,datetime,tweetid,text,username,userid,value
405,Fri Apr 07 13:54:50 +0000 2017,8.50346129954927E+017,RT @Nyheterna: Flera personer ska vara döda efter att lastbil körde rakt in bland människor. Även larm om skottlossning.,emma alexandra,493444999,pos
406,Fri Apr 07 13:53:26 +0000 2017,8.50345776182157E+017,RT @BjorklundVictor: Skottlossning på Fridhemsplan nu.,Carl Zentio,336215350,pos
407,Fri Apr 07 13:56:04 +0000 2017,8.50346438219493E+017,"RT @FeministKvitter: Undvik tunnelbanan, hela tunnelbanan är nu nedstängd. #Stockholm #Drottninggatan #Fridhemsplan #Gamlastan Uppgifter om…",LOUISE LAAG,985595964,pos
408,Fri Apr 07 13:56:52 +0000 2017,8.50346638820422E+017,@nat_sthlm jag förstår inte riktigt allt i den här tweeten men skottlossning på fridhemsplan och hötorget är rappor… https://t.co/N7Hlvipc2O,humla 🦎,4525186343,pos
409,Fri Apr 07 13:56:47 +0000 2017,8.50346618939478E+017,Som vanligt bör man vara skeptisk till vittnesuppgifter om hörd skottlossning. De flesta människor vet inte hur riktiga vapen låter.,Josefs pappa⬛,7.35846898091889E+017,none
410,Fri Apr 07 13:55:30 +0000 2017,8.50346297374773E+017,Har så många kompisar inne i stan just nu och en av dem berättar att hon fått höra av folk runtomkring att det är skottlossning?!,Sara ⚯͛,2770286643,pos
411,Fri Apr 07 13:55:18 +0000 2017,8.50346245965087E+017,@_nathaIiehj_ Lastbil kör över folk på Drottninggatan och skottlossning,elin,2792376760,pos
412,Fri Apr 07 13:55:15 +0000 2017,8.50346232425972E+017,@OmarRudberg Vad händer ens med världens just nu. I veckan var det skottlossning nära där jag bor plus att någon psykisk mördare rymde?,Felicia ♡,3195543219,pos
413,Fri Apr 07 13:54:36 +0000 2017,8.50346071733752E+017,Skottlossning vid Fridhemsplan i Stockholm https://t.co/MhncA1qcwM,Kimmo Ålander,7.82647632443286E+017,pos
414,Fri Apr 07 13:53:53 +0000 2017,8.50345888811713E+017,@P_a_s3 @fernet365 @InveSWEster Står ju om skottlossning på Fridhemsplan nu också. Jag är dock här o har inte hört något.,Lundis,3537276675,pos
415,Fri Apr 07 13:57:33 +0000 2017,8.50346811248316E+017,Jag är rädd skottlossning 2 hållplatser ifrån mig folk springer överallt tunnelbanan står stilla... i Sverige !!,David Södergrann,588498994,pos
416,Fri Apr 07 13:56:08 +0000 2017,8.50346454485013E+017,"@niklassvensson Skottlossning &amp; lastbil kört ihjäl folk, dom gör det ordentligt terroristerna.",Katarina Brännström,3380279194,pos
417,Fri Apr 07 13:54:21 +0000 2017,8.50346009217696E+017,"Sitter hemma i lgh vid Fridhemsplan med sambo och dotter, passerade över Fridhemsplan kort tid innan skottlossning. Skakad.",Staffan Jacobsson,330386576,pos
418,Fri Apr 07 14:09:48 +0000 2017,8.50349897182302E+017,RT @alexandernoren: Polisen bekräftar skottlossning vid Fridhemsplan https://t.co/Gq5o43kT0i,Pigge Lunk,2556938066,pos
419,Fri Apr 07 14:05:46 +0000 2017,8.50348881258959E+017,RT @alexandernoren: Polisen bekräftar skottlossning vid Fridhemsplan https://t.co/Gq5o43kT0i,Nick Bergqvist,3421867571,pos
420,Fri Apr 07 14:05:46 +0000 2017,8.50348878637539E+017,RT @alexandernoren: Polisen bekräftar skottlossning vid Fridhemsplan https://t.co/Gq5o43kT0i,Kristian Harstad,295863148,pos
421,Fri Apr 07 14:04:33 +0000 2017,8.50348574475006E+017,RT @alexandernoren: Polisen bekräftar skottlossning vid Fridhemsplan https://t.co/Gq5o43kT0i,Neo,62385983,pos
422,Fri Apr 07 14:03:38 +0000 2017,8.50348345767989E+017,RT @alexandernoren: Polisen bekräftar skottlossning vid Fridhemsplan https://t.co/Gq5o43kT0i,Garborg,4185873322,pos
423,Fri Apr 07 14:03:37 +0000 2017,8.50348338667024E+017,"RT @Expressen: JUST NU: Skottlossning vid Fridhemsplan i Stockholm, skriver Dagens Nyheter.
https://t.co/YSDkE6sHHD https://t.co/TsLydSMm4d",Isabella,320685021,pos
424,Fri Apr 07 14:03:08 +0000 2017,8.50348216109466E+017,RT @alexandernoren: Polisen bekräftar skottlossning vid Fridhemsplan https://t.co/Gq5o43kT0i,Krishan Åhlén,349594927,pos
425,Fri Apr 07 14:03:57 +0000 2017,8.50348424977408E+017,"RT @Expressen: JUST NU: Skottlossning vid Fridhemsplan i Stockholm, skriver Dagens Nyheter.
https://t.co/YSDkE6sHHD https://t.co/TsLydSMm4d",Nelly,422977413,pos
426,Fri Apr 07 14:03:36 +0000 2017,8.50348333654831E+017,RT @dagensnyheter: JUST NU: Uppgifter om skottlossning på Hötorget i Stockholm https://t.co/CeVoQOi2Nx https://t.co/tg9JCrmHZ3,Joseph Taylor,383906888,pos
427,Fri Apr 07 14:10:28 +0000 2017,8.50350062026711E+017,RT @Nyheterna: Flera personer ska vara döda efter att lastbil körde rakt in bland människor. Även larm om skottlossning.,absolut natali,387376208,pos
428,Fri Apr 07 14:06:02 +0000 2017,8.50348947344372E+017,RT @dannebergman: Går rykten på jobbet om skottlossning på fridhemsplan. Någon som kan bekräfta?,Billy Claesson,113614015,pos
429,Fri Apr 07 14:04:46 +0000 2017,8.50348627373548E+017,RT @Nyheterna: Flera personer ska vara döda efter att lastbil körde rakt in bland människor. Även larm om skottlossning.,Elvan M Saglam,261484938,pos
430,Fri Apr 07 14:03:26 +0000 2017,8.50348291514659E+017,RT @Andrefrisk: Skottlossning vid Fridhemsplan. Håll er borta.,Fåraherden,1263813428,pos
431,Fri Apr 07 14:03:15 +0000 2017,8.5034824881666E+017,RT @Andrefrisk: Skottlossning vid Fridhemsplan. Håll er borta.,Maud Hemberg - ÄR,122105107,pos
432,Fri Apr 07 14:03:10 +0000 2017,8.50348226205041E+017,RT @Nyheterna: Flera personer ska vara döda efter att lastbil körde rakt in bland människor. Även larm om skottlossning.,Linnéa Månsson,280427403,pos
433,Fri Apr 07 14:23:17 +0000 2017,8.50353287324938E+017,"RT @AWollstad: Allvarligt nu, skulle hälften av alla rapporter om skottlossning stämma är det ingen terrorattack utan en invasion. Tänk på…",Thomas B,2340064698,pos
434,Fri Apr 07 14:19:46 +0000 2017,8.50352404960866E+017,RT @Andrefrisk: Skottlossning vid Fridhemsplan. Håll er borta.,Pompelur,3322947075,pos
435,Fri Apr 07 14:18:55 +0000 2017,8.50352191361745E+017,RT @Nyheterna: Flera personer ska vara döda efter att lastbil körde rakt in bland människor. Även larm om skottlossning.,frida lööf,1066764528,pos
436,Fri Apr 07 14:03:02 +0000 2017,8.50348192621359E+017,"RT @elin_viberg: Lastbil som kört in i Åhléns, brinner på Drottninggatan. Skottlossning på Fridhemsplan. Vill inte ens tänka på vad som vän…",Gay For Clexa ☘️,3331539237,pos
437,Fri Apr 07 14:12:39 +0000 2017,8.50350612512244E+017,RT @Andrefrisk: Skottlossning vid Fridhemsplan. Håll er borta.,Fridensliljor,1945040929,pos
438,Fri Apr 07 14:26:51 +0000 2017,8.50354188135661E+017,"Hatar alla dessa ""terrordåd"".. både skottlossning och en jävla lastbil. Fyfan",jonna,1235196859,pos
439,Fri Apr 07 14:20:32 +0000 2017,8.50352594635588E+017,Hur kan man ens meja ner folk med en lastbil. Och skottlossning?? Vad är det som händer,✦Dr.Emo⚧,397177703,pos
440,Fri Apr 07 14:18:49 +0000 2017,8.50352163012448E+017,@polisen_sthlm Har det varit skottlossning vid Fridhemsplan?,Inflowtrading,8.29059885899903E+017,pos
441,Fri Apr 07 14:15:00 +0000 2017,8.50351204781699E+017,Skottlossning vid Fridhemsplan i Stockholm https://t.co/xJTiDyOGma,M. Grundström,4879397603,pos
442,Fri Apr 07 14:09:28 +0000 2017,8.50349813384262E+017,"Är fkn fast i stan, går i skolan på Drottninggatan och så fort vi gick därifrån skedde det skottlossning ditåt vi gick",johanna,361249938,pos
443,Fri Apr 07 14:08:56 +0000 2017,8.50349678533255E+017,"Polisen misstänker terrordåd
Uppgifter: Ska ha förekommit skottlossning

#svtnyhetstecken https://t.co/cvlfgXYf0q",SVT Nyhetstecken,88970512,pos
444,Fri Apr 07 14:04:56 +0000 2017,8.5034867230713E+017,"TV: Skottlossning vid centralen och fridhemsplan, håll er inne",marja konttila,185175076,pos
445,Fri Apr 07 14:10:22 +0000 2017,8.503500371043E+017,Skottlossning på Fridhemsplan nu också???? Vad sker asså,Maja,2861470179,pos
446,Fri Apr 07 14:15:29 +0000 2017,8.50351326206755E+017,"Ingen bomb i lastbilen vid #Drottninggatan, folk kan nu evakueras till säkerhet. Bekräftade uppgifter om skottlossning vid Fridhemsplan.",Linda Andersson,259315308,pos
447,Fri Apr 07 14:17:43 +0000 2017,8.50351887308247E+017,RT @alexandernoren: Polisen bekräftar skottlossning vid Fridhemsplan https://t.co/Gq5o43kT0i,Anja Hildén,980638896,pos
448,Fri Apr 07 14:14:14 +0000 2017,8.50351011202048E+017,@_Johannaax @Doctor4Quality @Sharedbulb Skottlossning precis där vi bor dock. Kommer inte hem till familjen.,Christian Dahlström,1567697834,pos
449,Fri Apr 07 14:13:39 +0000 2017,8.50350865978454E+017,RT @dagensnyheter: JUST NU: Uppgifter om skottlossning på Hötorget i Stockholm https://t.co/CeVoQOi2Nx https://t.co/tg9JCrmHZ3,Juha Muilu,2260195844,pos
450,Fri Apr 07 14:17:47 +0000 2017,8.50351906476175E+017,RT @MotgiftNu: Det finns flera uppgifter om skottlossning vid så väl Hötorget som Fridhemsplan. Dock ej officiellt bekräftat än.  https://t…,Anders,984212630,pos
451,Fri Apr 07 14:17:21 +0000 2017,8.50351797403308E+017,"RT @elin_viberg: Lastbil som kört in i Åhléns, brinner på Drottninggatan. Skottlossning på Fridhemsplan. Vill inte ens tänka på vad som vän…",Jonarr,734861852,pos
452,Fri Apr 07 14:17:00 +0000 2017,8.50351708299555E+017,RT @geck0puppy: obekräftat; skottlossning stureplan,FuckYouTradern,3595683257,pos
453,Fri Apr 07 14:19:11 +0000 2017,8.50352257350517E+017,Polisinsatser dragna vapen på Stockholms Central. Människor skrek om skottlossning. Folk flydde… https://t.co/GAaX89avDc,Daniel Szirányi,2513278185,pos
454,Fri Apr 07 14:24:47 +0000 2017,8.50353667018556E+017,Skottlossning i Mall of Scandinavia. Är i huset mittemot. Orkar inte världen just nu.,Helen Alfvegren,15721427,pos
455,Fri Apr 07 14:24:42 +0000 2017,8.50353646126723E+017,Hörde just ett gäng prata om skottlossning på Fridhemsplan. Vad hände där borta? Jag var inte i den delen av stan.,Åsk Dabitch Wäppling,790577,pos
456,Fri Apr 07 14:22:27 +0000 2017,8.50353078788379E+017,"@Goalie_Bitch41 Ja, Lucas är påväg hem men Nova ringde nu och grinade du sa att hon var där det var skottlossning o… https://t.co/pJMXQHaQhF",Bellson Mandela,995625355,pos
457,Fri Apr 07 14:40:24 +0000 2017,8.50357595407872E+017,"Jag har mer bekräftad info av helt säkra källor om utplacerad bomb, skjutning inne på Åhléns o skjutning på fler platser i Sthlm. Stay away!",MacDBollinger,4901972601,pos
458,Fri Apr 07 14:42:49 +0000 2017,8.50358205452612E+017,RT @TobiasSkoldborg: Skottlossning vid Fridhemsplan DEMENTERAT av polisen. enl SVT,helzingo,1691095165,neg
459,Fri Apr 07 14:41:50 +0000 2017,8.50357958802375E+017,"RT @mariageorgieva: Polisen dementerar uppgifterna om skottlossning vid Fridhemsplan i Sthlm, enligt SVT.",Rikard Westeman,436786688,neg
460,Fri Apr 07 14:41:49 +0000 2017,8.50357953035153E+017,"RT @niklassvensson: Uppgifterna om skottlossning vid Fridhemsplan dementeras av polisen, uppger SVT.",Christoffer Langseth,2660085671,neg
461,Fri Apr 07 14:41:27 +0000 2017,8.5035786232499E+017,"RT @Ivarpi: Uppgifterna om skottlossning vid Fridhemsplan dementeras av polisen, uppger SVT.",Marie Jakobsson,1113047172,neg
462,Fri Apr 07 14:41:20 +0000 2017,8.50357830615958E+017,"RT @mariageorgieva: Polisen dementerar uppgifterna om skottlossning vid Fridhemsplan i Sthlm, enligt SVT.",AbirAlsahlani,18690932,neg
463,Fri Apr 07 14:41:00 +0000 2017,8.50357749242319E+017,RT @niklassvensson: Polisen bekräftar för Expressen att skottlossning har ägt rum vid Hötorget,CH BUFÉTEN,414995188,pos
464,Fri Apr 07 14:40:24 +0000 2017,8.50357598373261E+017,RT @kamratuppfostra: Tidningar hänvisar till varandra i rapporter om skottlossning på Fridhemsplan. Polisen har inte lagt upp officiella be…,🐤🔫!,2259206507,pos
465,Fri Apr 07 14:40:12 +0000 2017,8.50357546741359E+017,RT @TobiasSkoldborg: Skottlossning vid Fridhemsplan DEMENTERAT av polisen. enl SVT,Alexander,225879550,neg
466,Fri Apr 07 14:40:10 +0000 2017,8.50357539015447E+017,RT @TobiasSkoldborg: Skottlossning vid Fridhemsplan DEMENTERAT av polisen. enl SVT,Love Lindqvist,294241527,neg
467,Fri Apr 07 14:39:57 +0000 2017,8.50357482333536E+017,@konsensuseliten Arpi sade att polisen bekräftat viss skottlossning. Kolla hans flöde.,Carl Ådahl,16309440,pos
468,Fri Apr 07 14:42:45 +0000 2017,8.50358189723967E+017,"RT @niklassvensson: Uppgifterna om skottlossning vid Fridhemsplan dementeras av polisen, uppger SVT.",David Olgarsson,224758238,neg
469,Fri Apr 07 14:41:35 +0000 2017,8.50357895728333E+017,RT @niklassvensson: Polisen bekräftar för Expressen att skottlossning har ägt rum vid Hötorget,Lantvärnet,632167548,pos
470,Fri Apr 07 14:41:21 +0000 2017,8.50357834957165E+017,"RT @niklassvensson: Uppgifterna om skottlossning vid Fridhemsplan dementeras av polisen, uppger SVT.",Andreas Climent,712083,neg
471,Fri Apr 07 14:56:09 +0000 2017,8.50361560702833E+017,RT @niklassvensson: Polisen bekräftar för Expressen att skottlossning har ägt rum vid Hötorget,Bruket,4767678778,pos
472,Fri Apr 07 14:55:14 +0000 2017,8.50361329739338E+017,"RT @IntiChavezPerez: Obs, polisen har uttryckligen gått ut med att de INTE har bekräftat skottlossning. Sprid inte andra uppgifter.",medioker indiesnubbe,501027113,neg
473,Fri Apr 07 14:40:15 +0000 2017,8.50357557562679E+017,"RT @Expressen: Polisen bekräftar skottlossning vid Hötorget och vid Åhlens, enligt uppgifter till Expressen.
https://t.co/YSDkE6sHHD https:…",Stefan Lennartsson,2815804325,pos
474,Fri Apr 07 14:55:04 +0000 2017,8.50361286873559E+017,RT @Republiken: Polisen dementerar rykten om skottlossning. SPRID INTE RYKTEN.,Gert Sønderby,8.01035395161096E+017,neg
475,Fri Apr 07 14:40:50 +0000 2017,8.50357705269289E+017,Polisen bekräftar skottlossning vid Hötorget.,Johan Tärnlund,516256986,pos
476,Fri Apr 07 14:40:29 +0000 2017,8.503576173858E+017,@KRLundgren otäckt. Men alla skrev att de var skottlossning på Fridhemsplan först. Det dementerade polisen,Daniel Winberg,55386120,neg
477,Fri Apr 07 14:40:15 +0000 2017,8.50357559064224E+017,@feeliciaam @leffesture TT har bekräftat att ingen skottlossning skett vid Fridhemsplan,På spåret & chill,594716304,pos
478,Fri Apr 07 14:54:49 +0000 2017,8.50361226085487E+017,Tidigare uppgiftrena om skottlossning inte bekräftade och antagligen inte sanna. https://t.co/t0VtGXp695,Anja Hildén,980638896,pos
479,Fri Apr 07 14:51:14 +0000 2017,8.50360321537659E+017,@RasmusMalmgren1 @niklassvensson skottlossning,TheFieryQuan,7.96253923870917E+017,pos
480,Fri Apr 07 14:54:52 +0000 2017,8.50361235690463E+017,Verkar inte bekräftat med skottlossning. https://t.co/HOLKbiP4lF,Staffan Jacobsson,330386576,neg
481,Fri Apr 07 14:54:47 +0000 2017,8.50361215037694E+017,"RT @mariageorgieva: Polisen dementerar uppgifterna om skottlossning vid Fridhemsplan i Sthlm, enligt SVT.",Hans-Erik Eriksson,761778661,neg
482,Fri Apr 07 14:54:01 +0000 2017,8.50361023504798E+017,RT @JournalistLisah: All kollektivtrafik i Stockholms innerstad avstängd efter attentatet. Polisen bekräftar nu att skottlossning ägt rum v…,Oscar Isaksson,7.47869249633391E+017,pos
483,Fri Apr 07 14:53:37 +0000 2017,8.50360923533578E+017,RT @Republiken: Polisen dementerar rykten om skottlossning. SPRID INTE RYKTEN.,Elisabeth ♀,217415417,neg
484,Fri Apr 07 14:51:04 +0000 2017,8.5036028175054E+017,"RT @mariageorgieva: Polisen dementerar uppgifterna om skottlossning vid Fridhemsplan i Sthlm, enligt SVT.",Howling Mad Murdock,507967587,neg
485,Fri Apr 07 14:50:47 +0000 2017,8.50360210736779E+017,RT @Ivarpi: Enligt uppgift till Expressen är skottlossning bekräftad vid Åhléns City och Hötorget.,Martin,8.06630803971179E+017,pos
486,Fri Apr 07 14:50:36 +0000 2017,8.50360162514862E+017,RT @Ivarpi: Enligt uppgift till Expressen är skottlossning bekräftad vid Åhléns City och Hötorget.,Sarah,27426002,pos
487,Fri Apr 07 14:53:00 +0000 2017,8.50360766297461E+017,RT @dagensnyheter: JUST NU: Uppgifter om skottlossning på Hötorget i Stockholm https://t.co/CeVoQOi2Nx https://t.co/tg9JCrmHZ3,Eva Rajamäki,2463361880,pos
488,Fri Apr 07 15:12:25 +0000 2017,8.50365653202633E+017,"RT @Claes_Hemberg: Påkörningen på Drottninggatan: 
Tre döda.
Ingen skottlossning har ägt rum, säger polisen till ekot.
Låt oss inte sprida…",Magnus Hertonsson,219776984,neg
489,Fri Apr 07 15:10:56 +0000 2017,8.50365282237505E+017,"RT @IntiChavezPerez: Obs, polisen har uttryckligen gått ut med att de INTE har bekräftat skottlossning. Sprid inte andra uppgifter.",k*k,2391961715,neg
490,Fri Apr 07 15:10:29 +0000 2017,8.50365165166092E+017,"RT @Mediebruset: Polisen bekräftar inte alls någon skottlossning, tvärtemot vad Expressen påstår. https://t.co/4qPLmZaN8q",Eva Hallander,382840057,neg
491,Fri Apr 07 15:10:00 +0000 2017,8.50365043858448E+017,"RT @Mediebruset: Polisen bekräftar inte alls någon skottlossning, tvärtemot vad Expressen påstår. https://t.co/4qPLmZaN8q",Sanna Olsson,30689102,neg
492,Fri Apr 07 15:09:27 +0000 2017,8.50364907002495E+017,"RT @Mediebruset: Polisen bekräftar inte alls någon skottlossning, tvärtemot vad Expressen påstår. https://t.co/4qPLmZaN8q",Simon Roswall,1696127130,neg
493,Fri Apr 07 14:58:50 +0000 2017,8.5036223608644E+017,RT @RobinAvellan: SKJUTNING i tunnelbanan enligt uppgifter. Bort därifrån omgående!!!,™Gertis,24856058,pos
494,Fri Apr 07 15:07:11 +0000 2017,8.50364335553753E+017,@_mgh78 @lucky3rik Niklas Svensson expressen skrev ju att polisen bekräftat skjutning på Hötorget.,Mogen man,500929386,pos
495,Fri Apr 07 15:05:27 +0000 2017,8.50363900096897E+017,"RT @bobhansson: Det gick snabbt från ""Polisen bekräftar uppgifter om skottlossning"" till ""polisen bekräftar skottlossning"". 
  Var noga med…",Rawand Ismail,539090175,pos
496,Fri Apr 07 15:12:49 +0000 2017,8.5036575352209E+017,"RT @mariageorgieva: Polisen dementerar uppgifterna om skottlossning vid Fridhemsplan i Sthlm, enligt SVT.",Maria Nylén,28762378,neg
497,Fri Apr 07 14:52:17 +0000 2017,8.50360588253442E+017,@Anton__H Och så var det skottlossning vid Fridhemsplan och drottninggatan,SkitLite.QPAD Qatchy,2826157571,pos
498,Fri Apr 07 14:51:20 +0000 2017,8.50360348997812E+017,@MrMilkLeg Många som bekräftat att det INTE skett skottlossning vid Globen. Har du trovärdiga källor?,Tobias Welander,21310575,pos
499,Fri Apr 07 15:09:43 +0000 2017,8.50364972232257E+017,@Claaudiaa01_ Någon har kört in i folkmassa med lastbil och skottlossning 🤔,Anthon 🤔,2575898397,pos
500,Fri Apr 07 15:06:27 +0000 2017,8.50364152099086E+017,SVT just nu: Avslöjar pågående polisinsatser. Studiogäst får påpeka olämpliga att de sprider obekräftade rykten om skottlossning.,Måns Eriksson,19935375,none
501,Fri Apr 07 15:26:01 +0000 2017,8.50369075217936E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Kain Saw,137974752,none
502,Fri Apr 07 15:25:39 +0000 2017,8.50368984285426E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",håller inte med,321347002,none
503,Fri Apr 07 15:25:30 +0000 2017,8.50368945437717E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Clemman,3291769258,none
504,Fri Apr 07 15:22:31 +0000 2017,8.50368194711876E+017,"RT @Kott3n: Att snart kliva på ett nattpass känns, märkligt typ.

Igår hade vi övning om skottlossning med masskadeutfall, idag möts man av…",Martin,4288559375,pos
505,Fri Apr 07 15:22:06 +0000 2017,8.50368089590026E+017,RT @SaraAbdollahi__: Polisen dementerar skottlossning vid Fridhemsplan. Tänk på att inte sprida obekräftade rykten för det späder på allas…,SANNA ✌️,4106553387,neg
506,Fri Apr 07 15:15:29 +0000 2017,8.50366424828842E+017,RT @Republiken: Polisen dementerar rykten om skottlossning. SPRID INTE RYKTEN.,Emma ⚢☭,584022841,neg
507,Fri Apr 07 15:14:55 +0000 2017,8.503662844329E+017,RT @xwerhelat: Uppgifter om skottlossning på fridhemsplan har dementerats av polisen,Fosiya,985527428,neg
508,Fri Apr 07 15:13:40 +0000 2017,8.50365967695827E+017,"RT @Mediebruset: Polisen bekräftar inte alls någon skottlossning, tvärtemot vad Expressen påstår. https://t.co/4qPLmZaN8q",Kristoffer Johansson,483985426,neg
509,Fri Apr 07 15:07:41 +0000 2017,8.5036446296406E+017,"RT @Mediebruset: Polisen bekräftar inte alls någon skottlossning, tvärtemot vad Expressen påstår. https://t.co/4qPLmZaN8q",Anders Skoldberg,494764702,neg
510,Fri Apr 07 15:07:40 +0000 2017,8.50364458392314E+017,"RT @IntiChavezPerez: Obs, polisen har uttryckligen gått ut med att de INTE har bekräftat skottlossning. Sprid inte andra uppgifter.",- | Tobias Viltonius,333098071,neg
511,Fri Apr 07 15:07:09 +0000 2017,8.50364327760724E+017,"RT @Expressen: Polisen bekräftar skottlossning vid Hötorget och vid Åhlens, enligt uppgifter till Expressen.
https://t.co/YSDkE6sHHD https:…",Nemo,29298792,pos
512,Fri Apr 07 15:06:53 +0000 2017,8.50364260647612E+017,"RT @IntiChavezPerez: Obs, polisen har uttryckligen gått ut med att de INTE har bekräftat skottlossning. Sprid inte andra uppgifter.",Republiken ⭕,68952877,neg
513,Fri Apr 07 15:05:47 +0000 2017,8.5036398357615E+017,"RT @Mediebruset: Polisen bekräftar inte alls någon skottlossning, tvärtemot vad Expressen påstår. https://t.co/4qPLmZaN8q",Magnus Wilsson,287882401,neg
514,Fri Apr 07 15:25:55 +0000 2017,8.50369052904173E+017,RT @alexandernoren: Polisen bekräftar skottlossning vid Fridhemsplan https://t.co/Gq5o43kT0i,Linjegrafen,3331572807,pos
515,Fri Apr 07 15:17:55 +0000 2017,8.50367038325498E+017,"RT @Mediebruset: Polisen bekräftar inte alls någon skottlossning, tvärtemot vad Expressen påstår. https://t.co/4qPLmZaN8q",Lars Lundquist,114321203,neg
516,Fri Apr 07 15:08:30 +0000 2017,8.50364667163812E+017,"RT @IntiChavezPerez: Polisen meddelar att mannen som omhändertogs vid platsen inte är gripen.
De upprepar att de inte bekräftar skottlossni…",skräp,1030555514,neg
517,Fri Apr 07 15:25:08 +0000 2017,8.5036885583906E+017,"Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt och mat💖",sara,14276552,pos
518,Fri Apr 07 15:20:28 +0000 2017,8.50367678040748E+017,@edvintak Folk har ju faktiskt skrikit utanför mig. Men skottlossning är ju ej bekräftat. My bad:),Saga Lindell,1008368082,neg
519,Fri Apr 07 15:16:42 +0000 2017,8.50366732220891E+017,Skottlossning i MoS?!,MacallanSWE,2175551081,pos
520,Fri Apr 07 15:24:19 +0000 2017,8.50368646551667E+017,@amazingsociety @deeped Åh vad fina ni är! Hur är läget vid Fridhempslan? Hört rykten om skottlossning men inte fått ngt bekräftat.,Anna Helin,62781359,pos
521,Fri Apr 07 15:14:49 +0000 2017,8.50366259329892E+017,Hmm skottlossning på Fridhemsplan. Undra om jag ens kommer komma hem 😕,Håkan Brovell,42877302,pos
522,Fri Apr 07 15:35:50 +0000 2017,8.50371547219014E+017,@calajsa Har blivit ombedd att inte lämna platsen jag är på. Ryktas om skottlossning 100m härifrån mer vet jag inte,SchWaaga,432897826,pos
523,Fri Apr 07 15:38:14 +0000 2017,8.50372152423567E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Robin Paulrud,406170335,none
524,Fri Apr 07 15:36:52 +0000 2017,8.5037180802508E+017,RT @Ivarpi: Enligt uppgift till Expressen är skottlossning bekräftad vid Åhléns City och Hötorget.,MariaUlrika,515667925,pos
525,Fri Apr 07 15:36:25 +0000 2017,8.50371692396499E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Micke,87789109,none
526,Fri Apr 07 15:34:25 +0000 2017,8.50371191894364E+017,RT @SaraAbdollahi__: Polisen dementerar skottlossning vid Fridhemsplan. Tänk på att inte sprida obekräftade rykten för det späder på allas…,Madeleine,25510245,neg
527,Fri Apr 07 15:32:17 +0000 2017,8.50370651315687E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Matilda Sköld,2996209509,none
528,Fri Apr 07 15:32:09 +0000 2017,8.50370617664844E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Kalle,222198791,none
529,Fri Apr 07 15:30:58 +0000 2017,8.50370321349833E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Niklas Niva Sjökvist,244107018,none
530,Fri Apr 07 15:30:12 +0000 2017,8.50370127153554E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Emil Nilsén,322535391,none
531,Fri Apr 07 15:39:08 +0000 2017,8.50372377439613E+017,"RT @polisen_riks: 2017-04-07 17:08, Misshandel, Sollentuna Samtal om ljud som beskrevs som skottlossning i Rotebro. https://t.co/5MOXkBeMrr",Niklas Eriksson,36318060,none
532,Fri Apr 07 15:38:18 +0000 2017,8.5037216840389E+017,"RT @polisen_sthlm: 2017-04-07 17:08, Misshandel, Sollentuna Samtal om ljud som beskrevs som skottlossning i Rotebro. https://t.co/yTBwoBJOe9",HUREL PHILIPPE,7.20215085369704E+017,none
533,Fri Apr 07 15:29:51 +0000 2017,8.50370042109846E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",guzzilago,904219638,none
534,Fri Apr 07 15:28:56 +0000 2017,8.50369811897094E+017,"RT @Mediebruset: Polisen bekräftar inte alls någon skottlossning, tvärtemot vad Expressen påstår. https://t.co/4qPLmZaN8q",Diddi,980257802,neg
