,datetime,tweetid,text,username,userid,value
1336,Fri Apr 07 21:17:17 +0000 2017,8.50457474297725E+017,Befann mig ett par hundra meter från lastbilen idag. Hamnade mitt i tumultet o rykten om skottlossning o fler gärningsmän. Nu hemma säker,OBS viktigt,49425592,pos
1337,Fri Apr 07 21:29:10 +0000 2017,8.50460466677764E+017,Var i närheten av Hötorget när vi fick info om skottlossning där och folk var hysteriska. Hur skulle man veta vad som var sant?,OBS viktigt,49425592,pos
1338,Fri Apr 07 22:13:03 +0000 2017,8.50471508942172E+017,"RT @politikerstolle: Bekräftad skottlossning. Polisen svar, ingen skottlossning har förekommit? Hur kan det då vara bekräftat @Expressen #T…",Stefan Pieksma,46346313,pos
1339,Fri Apr 07 22:27:24 +0000 2017,8.50475122175726E+017,RT @Ivarpi: Enligt uppgift till Expressen är skottlossning bekräftad vid Åhléns City och Hötorget.,Sabbe,2799087611,pos
1340,Fri Apr 07 22:19:01 +0000 2017,8.50473011048325E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Llama Lloyd,416396329,none
1341,Fri Apr 07 22:13:08 +0000 2017,8.50471529909453E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Mårre,15154753,none
1342,Fri Apr 07 23:06:42 +0000 2017,8.50485010696213E+017,RT @snedslagenspik: Nåddes av falska rykten om skottlossning på platsen där jag befann mig. Snälla sprid ej uppgifter som ej är bekräftade…,Tassim,45652646,neg
1343,Fri Apr 07 23:04:09 +0000 2017,8.50484367076065E+017,RT @jonielol: Polisen bekräftar ingen skottlossning ALLS i Stockholm idag,Shatoo Rashid,489395093,neg
1344,Fri Apr 07 22:59:18 +0000 2017,8.50483150220403E+017,RT @jonielol: Polisen bekräftar ingen skottlossning ALLS i Stockholm idag,Ebba Hellman,3122218636,neg
1345,Fri Apr 07 22:57:37 +0000 2017,8.50482724175581E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",S.,14556589,none
1346,Fri Apr 07 22:49:04 +0000 2017,8.50480571541336E+017,RT @axelsandin: Förfärligt med falska rykten om skottlossning tidigare idag mitt i paniken. Det hoppas jag att både vi och redaktionerna lä…,elin,379390297,neg
1347,Fri Apr 07 22:31:58 +0000 2017,8.50476270278369E+017,RT @Republiken: Vad svensk media gjort idag: Ljugit om att polisen bekräftat att skottlossning ägt rum samtidigt som de dementerat det,Tobias Welander,21310575,none
1348,Fri Apr 07 17:45:13 +0000 2017,8.50404108263707E+017,En anhållen för skjutning i Trollhättan https://t.co/2NmwHHQ5ll via @omni_red,mrCarl:s Satires,3297843569,none
1349,Thu Apr 06 00:33:53 +0000 2017,8.49782174379381E+017,"Skottlossning mot lägenhet i Malmö: 
https://t.co/oyS4ZZYwfH https://t.co/G6JVuoZnyN",TV4Nyheterna,87793521,none
1350,Thu Apr 06 19:38:40 +0000 2017,8.50070271205757E+017,"Skottlossning Malmö 39 skott mot flerfamiljshus i Malmö.
(Rapport aktuellt INGEN NYHET)  

@svtnyheter 
#svpol… https://t.co/l4eKXm2f5D",Johan Andersson,3344385988,none
1351,Thu Apr 06 05:14:12 +0000 2017,8.49852718864839E+017,Skottlossning mot bil – misstänkt mordförsök https://t.co/am2ikD4Sx6 #Nyheter #News,eNewsPR Sverige,600199058,none
1352,Thu Apr 06 05:12:12 +0000 2017,8.49852215846216E+017,Skottlossning mot bil – misstänkt mordförsök https://t.co/09vtQ54xYi #Nyheter,Axukraft,1454662340,none
1353,Thu Apr 06 03:58:51 +0000 2017,8.49833759084081E+017,Ack Malmö! Är detta ditt gamla fina ansikte? https://t.co/FXhDd7Gd18,Birger,149496154,none
1354,Thu Apr 06 04:15:44 +0000 2017,8.49838007083573E+017,Skottlossning mot lägenheter i Malmö https://t.co/2mcslhopMW små blattarna små blattarna e lustiga att se..djävla Apor,erik svensson,1206090727,none
1355,Fri Apr 07 08:16:07 +0000 2017,8.50260887403233E+017,RT @ystad: Katt utsatt för skottlossning – polisen söker gärningsman https://t.co/tjxozlYx5c #YAnyhet #svkrim https://t.co/kOCQd237H5,cinaed,2161015418,none
1356,Fri Apr 07 13:24:50 +0000 2017,8.50338578005725E+017,RT @ekbohm: Skottlossning på Kungsgatan #säkpol,Marco Ackerman 🇸🇪,82465019,pos
1357,Fri Apr 07 13:24:43 +0000 2017,8.50338551996854E+017,RT @ekbohm: Skottlossning på Kungsgatan #säkpol,a free bull,8.15647311485407E+017,pos
1358,Fri Apr 07 13:27:47 +0000 2017,8.50339319839683E+017,RT @friatider: Nya uppgifter om skottlossning i Stockholms city. Lastbil har dödat minst tre döda enligt @sr_ekot .,Marco Ackerman 🇸🇪,82465019,pos
1359,Fri Apr 07 05:57:49 +0000 2017,8.50226085484614E+017,RT @FredrikGardare: 39 skotthål i bostadshus.   Har spanat på nätterna i Sth's utsatta omr. Hört skottlossning då o då -ingen ringt 112 htt…,Tom Berg 🇸🇪 🎗,2340189013,none
1360,Thu Apr 06 20:46:02 +0000 2017,8.50087223093539E+017,"RT @polisen_riks: 2017-04-06 00:49, Skottlossning, Malmö Skott mot lägenhet, Malmö https://t.co/Rgps1NFzTA",IamNemain,8.21088891587482E+017,none
1361,Fri Apr 07 08:49:08 +0000 2017,8.50269198395728E+017,NYTT! #nyheter #sverige En anhållen för skjutning i Trollhättan - Norrköpings Tidningar https://t.co/8iUUM3JOuu,NyheteriFokus,29410011,none
1362,Thu Apr 06 17:24:47 +0000 2017,8.50036575912198E+017,Gärningsmannen kan ha avlossat ett automatvapen https://t.co/gJBZrRQub3 via @svtnyheter,Hussein  Jama  Musse,7.25713868354425E+017,pos
1363,Fri Apr 07 13:18:46 +0000 2017,8.5033705129583E+017,Skottlossning också!?,Anders Tapola,2826198105,pos
1364,Fri Apr 07 13:42:38 +0000 2017,8.50343059959284E+017,"RT @dagensnyheter: JUST NU: Skottlossning på Fridhemsplan i Stockholm, enligt källor till DN https://t.co/7F4fSBafmk https://t.co/I8RPVi7DpR",Sebastian Ahokas,20909319,pos
1365,Fri Apr 07 13:42:34 +0000 2017,8.50343042724835E+017,"RT @dagensnyheter: JUST NU: Skottlossning på Fridhemsplan i Stockholm, enligt källor till DN https://t.co/7F4fSBafmk https://t.co/I8RPVi7DpR",Carl-Johan Kullving,49409833,pos
1366,Fri Apr 07 13:42:18 +0000 2017,8.50342976161272E+017,"RT @dagensnyheter: JUST NU: Skottlossning på Fridhemsplan i Stockholm, enligt källor till DN https://t.co/7F4fSBafmk https://t.co/I8RPVi7DpR",Leif Magnusson,3553155135,pos
1367,Fri Apr 07 13:41:41 +0000 2017,8.50342818770027E+017,"RT @dagensnyheter: JUST NU: Skottlossning på Fridhemsplan i Stockholm, enligt källor till DN https://t.co/7F4fSBafmk https://t.co/I8RPVi7DpR",✕ petra ✕,1046290082,pos
1368,Fri Apr 07 13:42:44 +0000 2017,8.50343085204804E+017,"RT @Expressen: JUST NU: Skottlossning vid Fridhemsplan i Stockholm, skriver Dagens Nyheter.
https://t.co/YSDkE6sHHD https://t.co/TsLydSMm4d",clara,466699622,pos
1369,Fri Apr 07 13:42:56 +0000 2017,8.50343134194283E+017,RT @dagensnyheter: JUST NU: Uppgifter om skottlossning på Hötorget i Stockholm https://t.co/CeVoQOi2Nx https://t.co/tg9JCrmHZ3,Lovisa,8.23457529489486E+017,pos
1370,Fri Apr 07 13:41:45 +0000 2017,8.50342837963108E+017,RT @Andrefrisk: Skottlossning vid Fridhemsplan. Håll er borta.,Neo,62385983,pos
1371,Fri Apr 07 13:41:43 +0000 2017,8.50342828937032E+017,RT @Andrefrisk: Skottlossning vid Fridhemsplan. Håll er borta.,Jag Hubbot,1867640504,pos
1372,Fri Apr 07 13:41:38 +0000 2017,8.50342806291972E+017,RT @AnnaTSL: Uppgifterna om   skottlossning är än så länge obekräftade.,Renate von Freeden,4877165620,pos
1373,Fri Apr 07 13:41:34 +0000 2017,8.50342791368593E+017,RT @Andrefrisk: Skottlossning vid Fridhemsplan. Håll er borta.,Fredrik Virtanen,21744038,pos
1374,Fri Apr 07 13:41:30 +0000 2017,8.50342772561281E+017,RT @Nyheterna: Flera personer ska vara döda efter att lastbil körde rakt in bland människor. Även larm om skottlossning.,Linnéa Thunstedt,331585679,pos
1375,Fri Apr 07 13:42:57 +0000 2017,8.50343137679725E+017,"RT @dekman: ""Enligt obekräftade uppgifter ska det ha inträffat skottlossning vid Fridhemsplan."" - snälla DN - sprid inte obekräftade uppgif…",mattias johansson,28294656,neg
1376,Fri Apr 07 13:43:00 +0000 2017,8.50343150929498E+017,Skottlossning vid Fridhemsplan i Stockholm https://t.co/xl9nrGobId,thomas johnsson,2668454379,pos
1377,Fri Apr 07 13:42:27 +0000 2017,8.50343014514008E+017,"RT @Qeruiem: Aftonbladet rapporterar om obekräftade uppgifter om skottlossning vid Fridhemsplan.
Kan vara bra att vara nån annanstans...",Oskar 🇸🇪 Pyttynen,53756721,pos
1378,Fri Apr 07 13:41:55 +0000 2017,8.50342877607711E+017,RT @PicyVicy: @MattiasSjodin @BjorklundVictor @AronaLenard @inkonsekvenshen skottlossning fridhemsplan,Betulas,382830457,pos
1379,Fri Apr 07 13:42:08 +0000 2017,8.50342932683031E+017,RT @Andrefrisk: Skottlossning vid Fridhemsplan. Håll er borta.,Hedvig Krook,3065329706,pos
1380,Fri Apr 07 13:42:07 +0000 2017,8.50342930015556E+017,RT @BjorklundVictor: Skottlossning på Fridhemsplan nu.,Nemo,29298792,pos
1381,Fri Apr 07 13:41:59 +0000 2017,8.50342893789352E+017,RT @Andrefrisk: Skottlossning vid Fridhemsplan. Håll er borta.,fröken,1160593038,pos
1382,Fri Apr 07 13:42:20 +0000 2017,8.50342983601971E+017,JUST NU: Uppgifter om skottlossning på Hötorget i Stockholm https://t.co/CeVoQOi2Nx https://t.co/tg9JCrmHZ3,Dagens Nyheter,592490041,pos
1383,Fri Apr 07 13:37:50 +0000 2017,8.50341850028421E+017,"JUST NU: Skottlossning vid Fridhemsplan i Stockholm, skriver Dagens Nyheter.
https://t.co/YSDkE6sHHD https://t.co/TsLydSMm4d",Expressen,2097191,pos
1384,Fri Apr 07 13:41:43 +0000 2017,8.50342830128206E+017,RT @RobinAvellan: SKJUTNING i tunnelbanan enligt uppgifter. Bort därifrån omgående!!!,MrX,4197088527,pos
1385,Fri Apr 07 13:38:09 +0000 2017,8.50341928604402E+017,RT @RobinAvellan: SKJUTNING i tunnelbanan enligt uppgifter. Bort därifrån omgående!!!,Mattias,3244608100,pos
1386,Fri Apr 07 13:42:15 +0000 2017,8.50342962311594E+017,Skottlossning på Fridhemsplan. Risken finns för någon större samordnad aktion,Jonas von Wendt,125614355,pos
1387,Fri Apr 07 13:41:30 +0000 2017,8.50342774029341E+017,"Mammas man hade pratat med en kollega som har en vän som jobbar på Åhléns, vännen hade sagt att det lät som skottlossning där inne.",jagskabara,1060258711,pos
1388,Fri Apr 07 13:41:33 +0000 2017,8.50342785169445E+017,"""Enligt obekräftade uppgifter ska det ha inträffat skottlossning vid Fridhemsplan."" - snälla DN - sprid inte obekräftade uppgifter!",Daniel Ekman,21880211,pos
1389,Fri Apr 07 13:41:31 +0000 2017,8.50342775891612E+017,Skottlossning Fridhemsplan terrorn forsätter Sverige under attack #svpol #stockholmterror,Akaa,27618702,pos
1390,Fri Apr 07 13:41:30 +0000 2017,8.50342775358992E+017,Skottlossning på Fridhemsplan nu,STEFAN NM🇸🇪,915453295,pos
1391,Fri Apr 07 13:55:11 +0000 2017,8.50346216458211E+017,"RT @Expressen: JUST NU: Skottlossning vid Fridhemsplan i Stockholm, skriver Dagens Nyheter.
https://t.co/YSDkE6sHHD https://t.co/TsLydSMm4d",Alan Short,636295517,pos
1392,Fri Apr 07 13:53:47 +0000 2017,8.50345865998987E+017,RT @dagensnyheter: JUST NU: Uppgifter om skottlossning på Hötorget i Stockholm https://t.co/CeVoQOi2Nx https://t.co/tg9JCrmHZ3,Loise Lane,2375479240,pos
1393,Fri Apr 07 13:54:13 +0000 2017,8.50345972165206E+017,RT @JanneGronroos: SKOTTLOSSNING PÅ HÖTORGET OCKSÅ! (obekräftat) https://t.co/vLGSKJm0S8,Märta Westerlund,2882219949,pos
1394,Fri Apr 07 13:57:32 +0000 2017,8.50346810279416E+017,"RT @dagensnyheter: JUST NU: Skottlossning på Fridhemsplan i Stockholm, enligt källor till DN https://t.co/7F4fSBafmk https://t.co/I8RPVi7DpR",bryanboy,7092102,pos
1395,Fri Apr 07 13:57:53 +0000 2017,8.503468961536E+017,RT @Andrefrisk: Skottlossning vid Fridhemsplan. Håll er borta.,Åsa Rydén Antonsson,563147710,pos
1396,Fri Apr 07 13:57:26 +0000 2017,8.50346785470128E+017,RT @Nyheterna: Flera personer ska vara döda efter att lastbil körde rakt in bland människor. Även larm om skottlossning.,AGNY,1335249824,pos
1397,Fri Apr 07 13:56:41 +0000 2017,8.50346595845648E+017,RT @Andrefrisk: Skottlossning vid Fridhemsplan. Håll er borta.,Karl-Johan Olsson,35785951,pos
1398,Fri Apr 07 13:56:36 +0000 2017,8.50346573821346E+017,"RT @EsanPason: @ehilmer Det är nog snarare så att stockholmarna ska sätta sig i säkerhet, med tanke på uppgifterna om skottlossning.",Eric Hilmersson,46378087,pos
1399,Fri Apr 07 13:54:57 +0000 2017,8.50346157972783E+017,RT @Andrefrisk: Skottlossning vid Fridhemsplan. Håll er borta.,Simon Eriksson,349911662,pos
1400,Fri Apr 07 13:54:48 +0000 2017,8.50346118844228E+017,RT @Andrefrisk: Skottlossning vid Fridhemsplan. Håll er borta.,Philip,870083660,pos
1401,Fri Apr 07 13:53:45 +0000 2017,8.50345856234639E+017,RT @Grabben__: Skottlossning Fridhemsplan terrorn forsätter Sverige under attack #svpol #stockholmterror,Sarah,27426002,pos
1402,Fri Apr 07 13:53:25 +0000 2017,8.50345770700112E+017,RT @Andrefrisk: Skottlossning vid Fridhemsplan. Håll er borta.,Hockey & Fotboll,7.42142477042356E+017,pos
1403,Fri Apr 07 13:53:23 +0000 2017,8.50345765667053E+017,RT @Grabben__: Skottlossning Fridhemsplan terrorn forsätter Sverige under attack #svpol #stockholmterror,Harriet Bäckström,2331782069,pos
1404,Fri Apr 07 13:46:38 +0000 2017,8.50344065648529E+017,RT @RobinAvellan: SKJUTNING i tunnelbanan enligt uppgifter. Bort därifrån omgående!!!,Thomas B,2340064698,pos
1405,Fri Apr 07 13:44:04 +0000 2017,8.50343419436257E+017,RT @RobinAvellan: SKJUTNING i tunnelbanan enligt uppgifter. Bort därifrån omgående!!!,Robson,585338129,pos
1406,Fri Apr 07 13:53:31 +0000 2017,8.5034579751422E+017,Polisen har bekräftat skottlossning.,Katarina Brännström,3380279194,pos
1407,Fri Apr 07 13:53:00 +0000 2017,8.50345668724085E+017,"RT @elin_viberg: Lastbil som kört in i Åhléns, brinner på Drottninggatan. Skottlossning på Fridhemsplan. Vill inte ens tänka på vad som vän…",emma alexandra,493444999,pos
1408,Fri Apr 07 13:55:59 +0000 2017,8.50346420326498E+017,@ZeFonz Skottlossning har jag fått höra,Albin,3192196672,pos
1409,Fri Apr 07 13:53:49 +0000 2017,8.50345872005222E+017,Skottlossning i Stockholm också!,Amanda Jönsson,430599407,pos
1410,Fri Apr 07 13:53:48 +0000 2017,8.50345866955305E+017,@egoCicero @JohnsonBjorn Lastbilen var kapad tidigare idag. Skottlossning rapporterad i närheten,Oskar 🇸🇪 Pyttynen,53756721,pos
1411,Fri Apr 07 13:57:26 +0000 2017,8.50346782173389E+017,Får uppg fr vän på Hötorget att hon tycker sig hört skottlossning nyss. Kan det bekräftas?,Torgny Forss,2385843607,pos
1412,Fri Apr 07 13:54:51 +0000 2017,8.50346134010835E+017,@L22swe Skottlossning på Fridhemsplan nu också,Elliot,2771349789,pos
1413,Fri Apr 07 13:52:57 +0000 2017,8.50345654132101E+017,Terrordåd och skottlossning ??? Vad händer med världen..,Amanda❣️,2416148122,pos
1414,Fri Apr 07 14:11:23 +0000 2017,8.50350295276282E+017,RT @alexandernoren: Polisen bekräftar skottlossning vid Fridhemsplan https://t.co/Gq5o43kT0i,Maria,1045477927,pos
1415,Fri Apr 07 14:08:34 +0000 2017,8.50349585344192E+017,RT @alexandernoren: Polisen bekräftar skottlossning vid Fridhemsplan https://t.co/Gq5o43kT0i,Joseph Boyce,2537575179,pos
1416,Fri Apr 07 14:06:20 +0000 2017,8.50349024955728E+017,"RT @Expressen: JUST NU: Skottlossning vid Fridhemsplan i Stockholm, skriver Dagens Nyheter.
https://t.co/YSDkE6sHHD https://t.co/TsLydSMm4d",Per,77684343,pos
1417,Fri Apr 07 14:04:27 +0000 2017,8.50348549690753E+017,RT @alexandernoren: Polisen bekräftar skottlossning vid Fridhemsplan https://t.co/Gq5o43kT0i,Nemo,29298792,pos
1418,Fri Apr 07 14:03:49 +0000 2017,8.50348389686542E+017,RT @alexandernoren: Polisen bekräftar skottlossning vid Fridhemsplan https://t.co/Gq5o43kT0i,Bella Frank,244947069,pos
1419,Fri Apr 07 14:05:53 +0000 2017,8.50348910472286E+017,"RT @FeministKvitter: Undvik tunnelbanan, hela tunnelbanan är nu nedstängd. #Stockholm #Drottninggatan #Fridhemsplan #Gamlastan Uppgifter om…",louise,1310876216,pos
1420,Fri Apr 07 14:03:37 +0000 2017,8.50348341363958E+017,"RT @Expressen: JUST NU: Skottlossning vid Fridhemsplan i Stockholm, skriver Dagens Nyheter.
https://t.co/YSDkE6sHHD https://t.co/TsLydSMm4d",Maud Hemberg - ÄR,122105107,pos
1421,Fri Apr 07 14:03:03 +0000 2017,8.50348195658052E+017,"RT @dagensnyheter: JUST NU: Skottlossning på Fridhemsplan i Stockholm, enligt källor till DN https://t.co/7F4fSBafmk https://t.co/I8RPVi7DpR",čuoččuhan,785344027,pos
1422,Fri Apr 07 13:55:00 +0000 2017,8.50346172116075E+017,"RT @dagensnyheter: JUST NU: Skottlossning på Fridhemsplan i Stockholm, enligt källor till DN https://t.co/7F4fSBafmk https://t.co/I8RPVi7DpR",anja(lit),566560602,pos
1423,Fri Apr 07 14:06:43 +0000 2017,8.50349118740365E+017,RT @Andrefrisk: Skottlossning vid Fridhemsplan. Håll er borta.,Rachad Chehabström,240455284,pos
1424,Fri Apr 07 14:05:30 +0000 2017,8.50348814863147E+017,RT @PhantasTrader: @krisreng Nu är det skottlossning på St:Eriksgatan enligt flickvännen. Håll er borta från allmänna platser och var rädda…,shieldiddle 🌐,7.83018541649957E+017,pos
1425,Fri Apr 07 14:04:24 +0000 2017,8.50348537397293E+017,RT @Nyheterna: Flera personer ska vara döda efter att lastbil körde rakt in bland människor. Även larm om skottlossning.,Mommo,755075108,pos
1426,Fri Apr 07 14:04:08 +0000 2017,8.50348468120027E+017,RT @Grabben__: Skottlossning Fridhemsplan terrorn forsätter Sverige under attack #svpol #stockholmterror,Gunnar Flinta,955273464,pos
1427,Fri Apr 07 14:03:39 +0000 2017,8.50348349169468E+017,RT @zytomierski: Några hundra meter där ifrån. De beordrar om att ingen får stå nära fönster. Rapporter om både bomb och skottlossning,Fåraherden,1263813428,pos
1428,Fri Apr 07 14:05:05 +0000 2017,8.5034870748047E+017,RT @AlexanderZeBoom: Polisen bekräftar nu skjutning vid Fridhemsplan.,Oskar 🇸🇪 Pyttynen,53756721,pos
1429,Fri Apr 07 14:01:55 +0000 2017,8.50347912739656E+017,RT @Cosmic_Legion: Attack på Drottninggatan + skjutning vid Fridhemsplan #svpol En vanlig fredag?,Pernilla Nilsson,2195453319,pos
1430,Fri Apr 07 14:03:08 +0000 2017,8.50348216067535E+017,Skottlossning vid Fridhemsplan i Stockholm /nyheter/a/blywA/skottlossning-vid-fridhemsplan-i-stockholm #Nyheter,Alliance_Fastigheter,1632751843,pos
1431,Fri Apr 07 13:58:39 +0000 2017,8.50347090349875E+017,RT @AlexanderZeBoom: Polisen bekräftar nu skjutning vid Fridhemsplan.,Medic,3098558752,pos
1432,Fri Apr 07 13:58:25 +0000 2017,8.50347029679231E+017,RT @AlexanderZeBoom: Polisen bekräftar nu skjutning vid Fridhemsplan.,© Isse,32968281,pos
1433,Fri Apr 07 14:12:06 +0000 2017,8.50350475920593E+017,RT @Andrefrisk: Skottlossning vid Fridhemsplan. Håll er borta.,John Manders,372843891,pos
1434,Fri Apr 07 14:11:04 +0000 2017,8.50350213973914E+017,Pågående skottlossning på Fridhemsplan i detta nu enligt en vän som bor där. #säkpol,Ekbohm,1276017595,pos
1435,Fri Apr 07 14:10:53 +0000 2017,8.50350169996632E+017,Man inser hur skört livet är när man var påväg in till stan o gick på Fridhemsplan 5 minuter innan det var skottlossning där,annamariaisraelsson,540903436,pos
